org,file_,contributers,top,major,minor,defect_status
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/packages/manifests/subversion.pp,3,0.3333333333333333,3,0,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/packages/manifests/tzdata.pp,3,0.3333333333333333,3,0,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/puppet/manifests/cleanup.pp,1,1.0,1,0,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/python/manifests/init.pp,2,0.75,2,0,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/python/manifests/user_pip_conf.pp,4,0.6666666666666666,4,0,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/rsyslog/manifests/init.pp,5,0.375,5,0,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/runner/manifests/tasks/checkout_tools.pp,5,0.4444444444444444,5,0,1
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/runner/manifests/tasks/cleanslate_task.pp,2,0.5,2,0,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/runner/manifests/tasks/populate_shared_repos.pp,1,1.0,1,0,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/selfserve_agent/manifests/services.pp,4,0.4,4,0,1
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/shared/manifests/execonce.pp,2,0.75,2,0,1
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/shipit_notifier/manifests/init.pp,2,0.75,2,0,1
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/signingworker/manifests/settings.pp,2,0.5,2,0,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/slave_secrets/manifests/google_oauth_api_key.pp,3,0.5,3,0,1
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/slave_secrets/manifests/mozilla_geoloc_api_keys.pp,2,0.5,2,0,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/slaverebooter/manifests/services.pp,2,0.6666666666666666,2,0,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/slaverebooter/manifests/settings.pp,2,0.5,2,0,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/smarthost/manifests/install.pp,4,0.42857142857142855,4,0,1
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/ssh/manifests/service.pp,4,0.6666666666666666,4,0,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/talos/manifests/settings.pp,6,0.2857142857142857,6,0,1
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/toplevel/manifests/mixin/releaserunner.pp,2,0.5,2,0,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/toplevel/manifests/server/aws_manager.pp,3,0.3333333333333333,3,0,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/toplevel/manifests/server/foopy.pp,3,0.5,3,0,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/toplevel/manifests/server/mozmill_ci.pp,2,0.6666666666666666,2,0,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/toplevel/manifests/slave/qa/tps_ci.pp,1,1.0,1,0,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/toplevel/manifests/slave/releng/test/gpu.pp,3,0.5,3,0,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/tweaks/manifests/pwrshell_options.pp,2,0.5,2,0,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/users/manifests/deploystudio.pp,2,0.6666666666666666,2,0,1
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/users/manifests/signer/setup.pp,3,0.6,3,0,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/vmwaretools/manifests/config.pp,1,1.0,1,0,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/windows_firewall/manifests/init.pp,1,1.0,1,0,0
MOZILLA,/Users/akond/PUPP_REPOS/mozilla-releng-downloads/relabs-puppet/modules/windows_path/manifests/init.pp,1,1.0,1,0,0
